LEAGUE,YEAR,TID,TEAM NAME,PARK,HOME GAMES,ATTENDANCE,ATT/G,LAA
NL,2001,ATL,Atlanta Braves,Turner Field,81,2823530,34858,2481346
NL,2002,ATL,Atlanta Braves,Turner Field,81,2603482,32142,2309294
NL,2003,ATL,Atlanta Braves,Turner Field,81,2401084,30393,2273813
NL,2004,ATL,Atlanta Braves,Turner Field,81,2322565,29399,2512690
NL,2005,ATL,Atlanta Braves,Turner Field,81,2521534,31519,2583685
NL,2006,ATL,Atlanta Braves,Turner Field,81,2549522,31869,2598741
NL,2007,ATL,Atlanta Braves,Turner Field,81,2745203,33891,2756384
NL,2008,ATL,Atlanta Braves,Turner Field,81,2532834,31269,2755082
NL,2009,ATL,Atlanta Braves,Turner Field,81,2373631,29304,2571627
NL,2010,ATL,Atlanta Braves,Turner Field,81,2510119,30989,2563111
NL,2011,ATL,Atlanta Braves,Turner Field,81,2372940,29296,2547018
NL,2012,ATL,Atlanta Braves,Turner Field,81,2420171,29878,2592218
NL,2013,ATL,Atlanta Braves,Turner Field,81,2548679,31465,2629060
NL,2014,ATL,Atlanta Braves,Turner Field,81,2354305,29065,2615565
NL,1901,CHN,Chicago Orphans,West Side Park,70,205071,2930,240004
NL,1902,CHN,Chicago Cubs,West Side Park,70,263700,3740,210377
NL,1903,CHN,Chicago Cubs,West Side Park,73,386205,5557,298795
NL,1904,CHN,Chicago Cubs,West Side Park,78,439100,5629,333034
NL,1905,CHN,Chicago Cubs,West Side Park,81,509900,6579,341789
NL,1906,CHN,Chicago Cubs,West Side Park,79,654300,8443,347652
NL,1907,CHN,Chicago Cubs,West Side Park,76,422550,5452,330028
NL,1908,CHN,Chicago Cubs,West Side Park,78,665325,8422,439014
NL,1909,CHN,Chicago Cubs,West Side Park,77,633480,8174,437053
NL,1910,CHN,Chicago Cubs,West Side Park,77,526152,6833,366970
NL,1911,CHN,Chicago Cubs,West Side Park,84,576000,7338,403971
NL,1912,CHN,Chicago Cubs,West Side Park,78,514000,6763,341970
NL,1913,CHN,Chicago Cubs,West Side Park,76,419000,5406,353941
NL,1914,CHN,Chicago Cubs,West Side Park,76,202516,2596,213425
NL,1915,CHN,Chicago Cubs,West Side Park,77,217058,2783,303768
NL,1916,CHN,Chicago Cubs,Weeghman Park,79,453685,5816,381454
NL,1917,CHN,Chicago Cubs,Weeghman Park,77,360218,4589,295142
NL,1918,CHN,Chicago Cubs,Weeghman Park,74,337256,5149,171516
NL,1919,CHN,Chicago Cubs,Weeghman Park,71,424430,6063,359775
NL,1920,CHN,Chicago Cubs,Cubs Park,77,480783,6244,504572
NL,1921,CHN,Chicago Cubs,Cubs Park,76,410107,5361,498373
NL,1922,CHN,Chicago Cubs,Cubs Park,76,542283,6952,492728
NL,1923,CHN,Chicago Cubs,Cubs Park,77,703705,9139,508727
NL,1924,CHN,Chicago Cubs,Cubs Park,78,716922,9311,542581
NL,1925,CHN,Chicago Cubs,Cubs Park,77,622610,8086,544213
NL,1926,CHN,Chicago Cubs,Wrigley Field,78,885063,11420,615050
NL,1927,CHN,Chicago Cubs,Wrigley Field,78,1159168,15153,663740
NL,1928,CHN,Chicago Cubs,Wrigley Field,77,1143740,14854,610137
NL,1929,CHN,Chicago Cubs,Wrigley Field,78,1485166,19041,615714
NL,1930,CHN,Chicago Cubs,Wrigley Field,79,1463624,18764,680817
NL,1931,CHN,Chicago Cubs,Wrigley Field,77,1086422,13928,572977
NL,1932,CHN,Chicago Cubs,Wrigley Field,77,974688,12658,480167
NL,1933,CHN,Chicago Cubs,Wrigley Field,79,594112,7716,395353
NL,1934,CHN,Chicago Cubs,Wrigley Field,77,707525,9310,400013
NL,1935,CHN,Chicago Cubs,Wrigley Field,77,692604,8995,457164
NL,1936,CHN,Chicago Cubs,Wrigley Field,77,699370,9083,487961
NL,1937,CHN,Chicago Cubs,Wrigley Field,78,895020,11624,525529
NL,1938,CHN,Chicago Cubs,Wrigley Field,77,951640,12359,570103
NL,1939,CHN,Chicago Cubs,Wrigley Field,80,726663,9316,588397
NL,1940,CHN,Chicago Cubs,Wrigley Field,77,534878,6946,548712
NL,1941,CHN,Chicago Cubs,Wrigley Field,77,545159,7034,597206
NL,1942,CHN,Chicago Cubs,Wrigley Field,78,590972,7625,544169
NL,1943,CHN,Chicago Cubs,Wrigley Field,75,508247,6601,471168
NL,1944,CHN,Chicago Cubs,Wrigley Field,78,640110,8154,496824
NL,1945,CHN,Chicago Cubs,Wrigley Field,76,1036386,13373,657588
NL,1946,CHN,Chicago Cubs,Wrigley Field,77,1342970,17329,1112763
NL,1947,CHN,Chicago Cubs,Wrigley Field,79,1364039,17601,1298559
NL,1948,CHN,Chicago Cubs,Wrigley Field,78,1237792,15972,1221343
NL,1949,CHN,Chicago Cubs,Wrigley Field,77,1143139,14846,1185590
NL,1950,CHN,Chicago Cubs,Wrigley Field,78,1165944,15142,1040077
NL,1951,CHN,Chicago Cubs,Wrigley Field,77,894415,11541,905500
NL,1952,CHN,Chicago Cubs,Wrigley Field,77,1024826,13224,792394
NL,1953,CHN,Chicago Cubs,Wrigley Field,77,763658,9854,927465
NL,1954,CHN,Chicago Cubs,Wrigley Field,77,748183,9717,1001690
NL,1955,CHN,Chicago Cubs,Wrigley Field,77,875800,11374,959302
NL,1956,CHN,Chicago Cubs,Wrigley Field,80,720118,9173,1081196
NL,1957,CHN,Chicago Cubs,Wrigley Field,78,670629,8598,1102450
NL,1958,CHN,Chicago Cubs,Wrigley Field,77,979904,12726,1270575
NL,1959,CHN,Chicago Cubs,Wrigley Field,77,858255,11074,1249316
NL,1960,CHN,Chicago Cubs,Wrigley Field,79,809770,10382,1335620
NL,1961,CHN,Chicago Cubs,Wrigley Field,78,673057,8629,1091438
NL,1962,CHN,Chicago Cubs,Wrigley Field,81,609802,7528,"1,13,6016"
NL,1963,CHN,Chicago Cubs,Wrigley Field,81,979551,12093,1138223
NL,1964,CHN,Chicago Cubs,Wrigley Field,81,751647,9280,1204519
NL,1965,CHN,Chicago Cubs,Wrigley Field,83,641361,7821,1358114
NL,1966,CHN,Chicago Cubs,Wrigley Field,81,635891,7851,1501547
NL,1967,CHN,Chicago Cubs,Wrigley Field,84,977226,12065,1297143
NL,1968,CHN,Chicago Cubs,Wrigley Field,82,1043409,12803,1178536
NL,1969,CHN,Chicago Cubs,Wrigley Field,82,1674993,20552,1257912
NL,1970,CHN,Chicago Cubs,Wrigley Field,80,1642705,20280,1388517
NL,1971,CHN,Chicago Cubs,Wrigley Field,81,1653007,20407,1443738
NL,1972,CHN,Chicago Cubs,Wrigley Field,77,1299163,16656,1294144
NL,1973,CHN,Chicago Cubs,Wrigley Field,80,1351705,16791,1389610
NL,1974,CHN,Chicago Cubs,Wrigley Field,81,1015378,12536,1414860
NL,1975,CHN,Chicago Cubs,Wrigley Field,81,1034819,12776,1383374
NL,1976,CHN,Chicago Cubs,Wrigley Field,81,1026217,12669,1388377
NL,1977,CHN,Chicago Cubs,Wrigley Field,81,1439834,17776,1589186
NL,1978,CHN,Chicago Cubs,Wrigley Field,82,1525311,18831,1675577
NL,1979,CHN,Chicago Cubs,Wrigley Field,81,1648587,20353,1764868
NL,1980,CHN,Chicago Cubs,Wrigley Field,81,1206776,14898,1760340
NL,1981,CHN,Chicago Cubs,Wrigley Field,58,565637,10672,1039866
NL,1982,CHN,Chicago Cubs,Wrigley Field,81,1249278,15423,1792285
NL,1983,CHN,Chicago Cubs,Wrigley Field,81,1479717,18268,1795774
NL,1984,CHN,Chicago Cubs,Wrigley Field,80,2107655,26182,1731786
NL,1985,CHN,Chicago Cubs,Wrigley Field,81,2161534,26686,1857680
NL,1986,CHN,Chicago Cubs,Wrigley Field,80,1859102,23239,1861123
NL,1987,CHN,Chicago Cubs,Wrigley Field,80,2035130,25281,2061180
NL,1988,CHN,Chicago Cubs,Wrigley Field,82,2089034,25632,2041606
NL,1989,CHN,Chicago Cubs,Wrigley Field,81,2491942,30765,2110320
NL,1990,CHN,Chicago Cubs,Wrigley Field,81,2243791,27701,2040959
NL,1991,CHN,Chicago Cubs,Wrigley Field,83,2314250,28928,2058014
NL,1992,CHN,Chicago Cubs,Wrigley Field,81,2126720,26256,2009261
NL,1993,CHN,Chicago Cubs,Wrigley Field,82,2653763,32562,2637470
NL,1994,CHN,Chicago Cubs,Wrigley Field,59,1845208,32659,1843416
NL,1995,CHN,Chicago Cubs,Wrigley Field,72,1918265,26643,1793589
NL,1996,CHN,Chicago Cubs,Wrigley Field,81,2219110,27228,2169949
NL,1997,CHN,Chicago Cubs,Wrigley Field,81,2190308,27041,2277526
NL,1998,CHN,Chicago Cubs,Wrigley Field,82,2623194,32186,2401674
NL,1999,CHN,Chicago Cubs,Wrigley Field,81,2813854,34739,2380436
NL,2000,CHN,Chicago Cubs,Wrigley Field,81,2789511,34438,2480194
NL,2001,CHN,Chicago Cubs,Wrigley Field,81,2780465,35196,2481346
NL,2002,CHN,Chicago Cubs,Wrigley Field,78,2693071,33248,2309294
NL,2003,CHN,Chicago Cubs,Wrigley Field,81,2962630,37032,2273813
NL,2004,CHN,Chicago Cubs,Wrigley Field,82,3170184,39138,2512690
NL,2005,CHN,Chicago Cubs,Wrigley Field,81,3100262,38753,2583685
NL,2006,CHN,Chicago Cubs,Wrigley Field,81,3123215,39040,2598741
NL,2007,CHN,Chicago Cubs,Wrigley Field,81,3252462,40153,2756384
NL,2008,CHN,Chicago Cubs,Wrigley Field,81,3300200,40743,2755082
NL,2009,CHN,Chicago Cubs,Wrigley Field,80,3168859,39610,2571627
NL,2010,CHN,Chicago Cubs,Wrigley Field,81,3062973,37814,2563111
NL,2011,CHN,Chicago Cubs,Wrigley Field,81,3017966,37259,2547018
NL,2012,CHN,Chicago Cubs,Wrigley Field,81,2882756,35589,2592218
NL,2013,CHN,Chicago Cubs,Wrigley Field,81,2642682,32626,2629060
NL,2014,CHN,Chicago Cubs,Wrigley Field,81,2652113,32742,2615565
NL,1901,CIN,Cincinnati Reds,League Park,72,205728,2898,240004
NL,1902,CIN,Cincinnati Reds,Palace of the Fans,70,217300,3082,210377
NL,1903,CIN,Cincinnati Reds,Palace of the Fans,76,351680,4988,298795
NL,1904,CIN,Cincinnati Reds,Palace of the Fans,79,391915,4993,333034
NL,1905,CIN,Cincinnati Reds,Palace of the Fans,79,313927,4051,341789
NL,1906,CIN,Cincinnati Reds,Palace of the Fans,78,330056,4259,347652
NL,1907,CIN,Cincinnati Reds,Palace of the Fans,81,317500,4071,330028
NL,1908,CIN,Cincinnati Reds,Palace of the Fans,77,399200,5151,439014
NL,1909,CIN,Cincinnati Reds,Palace of the Fans,80,424643,5444,437053
NL,1910,CIN,Cincinnati Reds,Palace of the Fans,77,380622,4880,366970
NL,1911,CIN,Cincinnati Reds,Palace of the Fans,82,300000,3774,403971
NL,1912,CIN,Cincinnati Reds,Crosley Field,77,344000,4439,341970
NL,1913,CIN,Cincinnati Reds,Crosley Field,78,258000,3308,353941
NL,1914,CIN,Cincinnati Reds,Crosley Field,77,100791,1284,213425
NL,1915,CIN,Cincinnati Reds,Crosley Field,79,218878,2736,303768
NL,1916,CIN,Cincinnati Reds,Crosley Field,76,255846,3301,381454
NL,1917,CIN,Cincinnati Reds,Crosley Field,80,269056,3427,295142
NL,1918,CIN,Cincinnati Reds,Crosley Field,71,163009,2527,171516
NL,1919,CIN,Cincinnati Reds,Crosley Field,70,532501,7607,359775
NL,1920,CIN,Cincinnati Reds,Crosley Field,77,568107,7378,504572
NL,1921,CIN,Cincinnati Reds,Crosley Field,76,311227,4068,498373
NL,1922,CIN,Cincinnati Reds,Crosley Field,79,493754,6330,492728
NL,1923,CIN,Cincinnati Reds,Crosley Field,78,575063,7468,508727
NL,1924,CIN,Cincinnati Reds,Crosley Field,76,473707,6192,542581
NL,1925,CIN,Cincinnati Reds,Crosley Field,76,464920,6077,544213
NL,1926,CIN,Cincinnati Reds,Crosley Field,77,672987,8573,615050
NL,1927,CIN,Cincinnati Reds,Crosley Field,80,442164,5780,663740
NL,1928,CIN,Cincinnati Reds,Crosley Field,78,490490,6412,610137
NL,1929,CIN,Cincinnati Reds,Crosley Field,78,295040,3807,615714
NL,1930,CIN,Cincinnati Reds,Crosley Field,77,386727,5022,680817
NL,1931,CIN,Cincinnati Reds,Crosley Field,77,263316,3420,572977
NL,1932,CIN,Cincinnati Reds,Crosley Field,77,356950,4606,480167
NL,1933,CIN,Cincinnati Reds,Crosley Field,79,218281,2853,395353
NL,1934,CIN,Cincinnati Reds,Crosley Field,78,206773,2721,400013
NL,1935,CIN,Cincinnati Reds,Crosley Field,76,448247,5821,457164
NL,1936,CIN,Cincinnati Reds,Crosley Field,76,466345,6056,487961
NL,1937,CIN,Cincinnati Reds,Crosley Field,80,411221,5306,525529
NL,1938,CIN,Cincinnati Reds,Crosley Field,77,706756,9361,570103
NL,1939,CIN,Cincinnati Reds,Crosley Field,81,981443,12583,588397
NL,1940,CIN,Cincinnati Reds,Crosley Field,77,850180,10970,548712
NL,1941,CIN,Cincinnati Reds,Crosley Field,79,643513,8357,597206
NL,1942,CIN,Cincinnati Reds,Crosley Field,77,427031,5546,544169
NL,1943,CIN,Cincinnati Reds,Crosley Field,78,379122,4892,471168
NL,1944,CIN,Cincinnati Reds,Crosley Field,78,409567,5285,496824
NL,1945,CIN,Cincinnati Reds,Crosley Field,77,290070,3767,657588
NL,1946,CIN,Cincinnati Reds,Crosley Field,77,715751,9176,1112763
NL,1947,CIN,Cincinnati Reds,Crosley Field,77,899975,11688,1298559
NL,1948,CIN,Cincinnati Reds,Crosley Field,77,823386,10763,1221343
NL,1949,CIN,Cincinnati Reds,Crosley Field,78,707782,9074,1185590
NL,1950,CIN,Cincinnati Reds,Crosley Field,76,538794,7043,1040077
NL,1951,CIN,Cincinnati Reds,Crosley Field,77,588268,7591,905500
NL,1952,CIN,Cincinnati Reds,Crosley Field,77,604197,7847,792394
NL,1953,CIN,Cincinnati Redlegs,Crosley Field,78,548086,7072,927465
NL,1954,CIN,Cincinnati Redlegs,Crosley Field,77,704167,9145,1001690
NL,1955,CIN,Cincinnati Redlegs,Crosley Field,77,693662,9009,959302
NL,1956,CIN,Cincinnati Redlegs,Crosley Field,77,1125928,14528,1081196
NL,1957,CIN,Cincinnati Redlegs,Crosley Field,77,1070850,13907,1102450
NL,1958,CIN,Cincinnati Redlegs,Crosley Field,77,788582,10241,1270575
NL,1959,CIN,Cincinnati Reds,Crosley Field,77,801298,10406,1249316
NL,1960,CIN,Cincinnati Reds,Crosley Field,77,663486,8617,1335620
NL,1961,CIN,Cincinnati Reds,Crosley Field,77,1117603,14514,1091438
NL,1962,CIN,Cincinnati Reds,Crosley Field,81,982095,12125,"1,13,6016"
NL,1963,CIN,Cincinnati Reds,Crosley Field,81,858805,10603,1138223
NL,1964,CIN,Cincinnati Reds,Crosley Field,82,862466,10582,1204519
NL,1965,CIN,Cincinnati Reds,Crosley Field,81,1047824,12936,1358114
NL,1966,CIN,Cincinnati Reds,Crosley Field,79,742958,9287,1501547
NL,1967,CIN,Cincinnati Reds,Crosley Field,81,958300,11831,1297143
NL,1968,CIN,Cincinnati Reds,Crosley Field,82,733354,8998,1178536
NL,1969,CIN,Cincinnati Reds,Crosley Field,81,987991,12123,1257912
NL,1970,CIN,Cincinnati Reds,Crosley Field / Riverfront Stadium,81,1803568,22266,1388517
NL,1971,CIN,Cincinnati Reds,Riverfront Stadium,81,1501122,18532,1443738
NL,1972,CIN,Cincinnati Reds,Riverfront Stadium,76,1611459,20928,1294144
NL,1973,CIN,Cincinnati Reds,Riverfront Stadium,81,2017601,24909,1389610
NL,1974,CIN,Cincinnati Reds,Riverfront Stadium,82,2164307,26556,1414860
NL,1975,CIN,Cincinnati Reds,Riverfront Stadium,81,2315603,28588,1383374
NL,1976,CIN,Cincinnati Reds,Riverfront Stadium,81,2629708,32466,1388377
NL,1977,CIN,Cincinnati Reds,Riverfront Stadium,81,2519670,31107,1589186
NL,1978,CIN,Cincinnati Reds,Riverfront Stadium,80,2532497,31460,1675577
NL,1979,CIN,Cincinnati Reds,Riverfront Stadium,80,2356933,29279,1764868
NL,1980,CIN,Cincinnati Reds,Riverfront Stadium,82,2022450,24815,1760340
NL,1981,CIN,Cincinnati Reds,Riverfront Stadium,54,1093730,20254,1039866
NL,1982,CIN,Cincinnati Reds,Riverfront Stadium,81,1326528,16377,1792285
NL,1983,CIN,Cincinnati Reds,Riverfront Stadium,81,1190419,14697,1795774
NL,1984,CIN,Cincinnati Reds,Riverfront Stadium,81,1275887,15752,1731786
NL,1985,CIN,Cincinnati Reds,Riverfront Stadium,81,1834619,22650,1857680
NL,1986,CIN,Cincinnati Reds,Riverfront Stadium,81,1692432,20894,1861123
NL,1987,CIN,Cincinnati Reds,Riverfront Stadium,81,2185205,26978,2061180
NL,1988,CIN,Cincinnati Reds,Riverfront Stadium,80,2072528,25746,2041606
NL,1989,CIN,Cincinnati Reds,Riverfront Stadium,81,1979320,24436,2110320
NL,1990,CIN,Cincinnati Reds,Riverfront Stadium,81,2400892,29640,2040959
NL,1991,CIN,Cincinnati Reds,Riverfront Stadium,81,2372377,29289,2058014
NL,1992,CIN,Cincinnati Reds,Riverfront Stadium,81,2315946,28592,2009261
NL,1993,CIN,Cincinnati Reds,Riverfront Stadium,81,2453232,30287,2637470
NL,1994,CIN,Cincinnati Reds,Riverfront Stadium,60,1897681,33003,1843416
NL,1995,CIN,Cincinnati Reds,Riverfront Stadium,72,1837649,25523,1793589
NL,1996,CIN,Cincinnati Reds,Riverfront Stadium,81,1861428,22981,2169949
NL,1997,CIN,Cincinnati Reds,Cinergy Field,81,1785788,22047,2277526
NL,1998,CIN,Cincinnati Reds,Cinergy Field,81,1793649,22144,2401674
NL,1999,CIN,Cincinnati Reds,Cinergy Field,82,2061324,25292,2380436
NL,2000,CIN,Cincinnati Reds,Cinergy Field,82,2577371,31624,2480194
NL,2001,CIN,Cincinnati Reds,Cinergy Field,81,1879757,23794,2481346
NL,2002,CIN,Cincinnati Reds,Cinergy Field,80,1855973,22913,2309294
NL,2003,CIN,Cincinnati Reds,Great American Ballpark,81,2355259,29077,2273813
NL,2004,CIN,Cincinnati Reds,Great American Ballpark,81,2287250,28237,2512690
NL,2005,CIN,Cincinnati Reds,Great American Ballpark,82,1943157,23989,2583685
NL,2006,CIN,Cincinnati Reds,Great American Ballpark,82,2134472,26351,2598741
NL,2007,CIN,Cincinnati Reds,Great American Ballpark,81,2056453,25388,2756384
NL,2008,CIN,Cincinnati Reds,Great American Ballpark,81,2058632,25415,2755082
NL,2009,CIN,Cincinnati Reds,Great American Ballpark,81,1747919,21579,2571627
NL,2010,CIN,Cincinnati Reds,Great American Ballpark,81,2060550,25439,2563111
NL,2011,CIN,Cincinnati Reds,Great American Ballpark,81,2213588,27328,2547018
NL,2012,CIN,Cincinnati Reds,Great American Ballpark,81,2347251,28978,2592218
NL,2013,CIN,Cincinnati Reds,Great American Ballpark,80,2492059,31151,2629060
NL,2014,CIN,Cincinnati Reds,Great American Ballpark,81,2476664,30576,2615565
NL,1993,COL,Colorado Rockies,Mile High Stadium,81,4483350,55350,2637470
NL,1994,COL,Colorado Rockies,Mile High Stadium,57,3281511,56094,1843416
NL,1995,COL,Colorado Rockies,Coors Field,72,3390037,47084,1793589
NL,1996,COL,Colorado Rockies,Coors Field,81,3891014,47743,2169949
NL,1997,COL,Colorado Rockies,Coors Field,81,3888453,48006,2277526
NL,1998,COL,Colorado Rockies,Coors Field,81,3792683,46823,2401674
NL,1999,COL,Colorado Rockies,Coors Field,81,3235833,39949,2380436
NL,2000,COL,Colorado Rockies,Coors Field,81,3149117,40681,2480194
NL,2001,COL,Colorado Rockies,Coors Field,81,3168579,39118,2481346
NL,2002,COL,Colorado Rockies,Coors Field,81,2737918,33801,2309294
NL,2003,COL,Colorado Rockies,Coors Field,81,2334085,28815,2273813
NL,2004,COL,Colorado Rockies,Coors Field,81,2338069,29595,2512690
NL,2005,COL,Colorado Rockies,Coors Field,81,1915586,23944,2583685
NL,2006,COL,Colorado Rockies,Coors Field,81,2105995,25999,2598741
NL,2007,COL,Colorado Rockies,Coors Field,82,2376250,28978,2756384
NL,2008,COL,Colorado Rockies,Coors Field,81,2650218,33127,2755082
NL,2009,COL,Colorado Rockies,Coors Field,81,2665080,32901,2571627
NL,2010,COL,Colorado Rockies,Coors Field,81,2875245,35497,2563111
NL,2011,COL,Colorado Rockies,Coors Field,81,2909777,35923,2547018
NL,2012,COL,Colorado Rockies,Coors Field,81,2630458,32474,2592218
NL,2013,COL,Colorado Rockies,Coors Field,81,2793828,34492,2629060
NL,2014,COL,Colorado Rockies,Coors Field,81,2680329,33090,2615565
NL,1901,BRO,Brooklyn Superbas,Washington Park,68,198200,2893,240004
NL,1902,BRO,Brooklyn Superbas,Washington Park,69,199868,2835,210377
NL,1903,BRO,Brooklyn Superbas,Washington Park,73,224670,3233,298795
NL,1904,BRO,Brooklyn Superbas,Washington Park,76,214600,2787,333034
NL,1905,BRO,Brooklyn Dodgers,Washington Park,77,227924,2941,341789
NL,1906,BRO,Brooklyn Dodgers,Washington Park,76,277400,3626,347652
NL,1907,BRO,Brooklyn Dodgers,Washington Park,77,312500,4085,330028
NL,1908,BRO,Brooklyn Dodgers,Washington Park,77,275600,3579,439014
NL,1909,BRO,Brooklyn Dodgers,Washington Park,79,321300,4146,437053
NL,1910,BRO,Brooklyn Dodgers,Washington Park,80,279321,3581,366970
NL,1911,BRO,Brooklyn Dodgers,Washington Park,74,269000,3494,403971
NL,1912,BRO,Brooklyn Dodgers,Washington Park,76,243000,3176,341970
NL,1913,BRO,Brooklyn Dodgers,Ebbets Field,77,347000,4566,353941
NL,1914,BRO,Brooklyn Dodgers,Ebbets Field,79,122671,1593,213425
NL,1915,BRO,Brooklyn Dodgers,Ebbets Field,78,297766,3867,303768
NL,1916,BRO,Brooklyn Dodgers,Ebbets Field,78,447747,5740,381454
NL,1917,BRO,Brooklyn Dodgers,Ebbets Field,78,221619,2841,295142
NL,1918,BRO,Brooklyn Dodgers,Ebbets Field,54,83831,1331,171516
NL,1919,BRO,Brooklyn Dodgers,Ebbets Field,70,360721,5117,359775
NL,1920,BRO,Brooklyn Dodgers,Ebbets Field,78,808722,10435,504572
NL,1921,BRO,Brooklyn Dodgers,Ebbets Field,78,613245,8069,498373
NL,1922,BRO,Brooklyn Dodgers,Ebbets Field,78,498865,6437,492728
NL,1923,BRO,Brooklyn Dodgers,Ebbets Field,78,564666,7286,508727
NL,1924,BRO,Brooklyn Dodgers,Ebbets Field,77,818883,10635,542581
NL,1925,BRO,Brooklyn Dodgers,Ebbets Field,77,659435,8620,544213
NL,1926,BRO,Brooklyn Dodgers,Ebbets Field,76,650819,8398,615050
NL,1927,BRO,Brooklyn Dodgers,Ebbets Field,74,637230,8276,663740
NL,1928,BRO,Brooklyn Dodgers,Ebbets Field,77,664863,8579,610137
NL,1929,BRO,Brooklyn Dodgers,Ebbets Field,77,731886,9567,615714
NL,1930,BRO,Brooklyn Dodgers,Ebbets Field,77,1097329,14251,680817
NL,1931,BRO,Brooklyn Dodgers,Ebbets Field,76,753133,9845,572977
NL,1932,BRO,Brooklyn Dodgers,Ebbets Field,78,681827,8855,480167
NL,1933,BRO,Brooklyn Dodgers,Ebbets Field,80,526815,6711,395353
NL,1934,BRO,Brooklyn Dodgers,Ebbets Field,77,434188,5676,400013
NL,1935,BRO,Brooklyn Dodgers,Ebbets Field,77,470517,6111,457164
NL,1936,BRO,Brooklyn Dodgers,Ebbets Field,79,489618,6277,487961
NL,1937,BRO,Brooklyn Dodgers,Ebbets Field,76,482481,6226,525529
NL,1938,BRO,Brooklyn Dodgers,Ebbets Field,74,663087,8783,570103
NL,1939,BRO,Brooklyn Dodgers,Ebbets Field,78,955668,12174,588397
NL,1940,BRO,Brooklyn Dodgers,Ebbets Field,81,975978,12513,548712
NL,1941,BRO,Brooklyn Dodgers,Ebbets Field,79,1214910,15477,597206
NL,1942,BRO,Brooklyn Dodgers,Ebbets Field,79,1037765,13391,544169
NL,1943,BRO,Brooklyn Dodgers,Ebbets Field,77,661739,8650,471168
NL,1944,BRO,Brooklyn Dodgers,Ebbets Field,77,605905,7818,496824
NL,1945,BRO,Brooklyn Dodgers,Ebbets Field,78,1059220,13667,657588
NL,1946,BRO,Brooklyn Dodgers,Ebbets Field,79,1796824,22889,1112763
NL,1947,BRO,Brooklyn Dodgers,Ebbets Field,78,1807526,23323,1298559
NL,1948,BRO,Brooklyn Dodgers,Ebbets Field,78,1398967,18051,1221343
NL,1949,BRO,Brooklyn Dodgers,Ebbets Field,78,1633747,20945,1185590
NL,1950,BRO,Brooklyn Dodgers,Ebbets Field,78,1185896,15302,1040077
NL,1951,BRO,Brooklyn Dodgers,Ebbets Field,78,1282628,16236,905500
NL,1952,BRO,Brooklyn Dodgers,Ebbets Field,80,1088704,14048,792394
NL,1953,BRO,Brooklyn Dodgers,Ebbets Field,78,1163419,15012,927465
NL,1954,BRO,Brooklyn Dodgers,Ebbets Field,77,1020531,13254,1001690
NL,1955,BRO,Brooklyn Dodgers,Ebbets Field,77,1033589,13423,959302
NL,1956,BRO,Brooklyn Dodgers,Ebbets Field,77,1213562,15761,1081196
NL,1957,BRO,Brooklyn Dodgers,Ebbets Field,77,1028258,13354,1102450
NL,1958,LAN,Los Angeles Dodgers,Los Angeles Memorial Coliseum,77,1845556,23968,1270575
NL,1959,LAN,Los Angeles Dodgers,Los Angeles Memorial Coliseum,78,2071045,26552,1249316
NL,1960,LAN,Los Angeles Dodgers,Los Angeles Memorial Coliseum,77,2253887,29271,1335620
NL,1961,LAN,Los Angeles Dodgers,Los Angeles Memorial Coliseum,77,1804250,23432,1091438
NL,1962,LAN,Los Angeles Dodgers,Dodger Stadium,83,2755184,33396,"1,13,6016"
NL,1963,LAN,Los Angeles Dodgers,Dodger Stadium,81,2538602,31148,1138223
NL,1964,LAN,Los Angeles Dodgers,Dodger Stadium,81,2228751,27180,1204519
NL,1965,LAN,Los Angeles Dodgers,Dodger Stadium,81,2553577,31526,1358114
NL,1966,LAN,Los Angeles Dodgers,Dodger Stadium,81,2617029,32309,1501547
NL,1967,LAN,Los Angeles Dodgers,Dodger Stadium,81,1664362,20548,1297143
NL,1968,LAN,Los Angeles Dodgers,Dodger Stadium,81,1581093,19520,1178536
NL,1969,LAN,Los Angeles Dodgers,Dodger Stadium,81,1784527,22031,1257912
NL,1970,LAN,Los Angeles Dodgers,Dodger Stadium,81,1697142,21083,1388517
NL,1971,LAN,Los Angeles Dodgers,Dodger Stadium,81,2064594,25489,1443738
NL,1972,LAN,Los Angeles Dodgers,Dodger Stadium,75,1860858,24011,1294144
NL,1973,LAN,Los Angeles Dodgers,Dodger Stadium,81,2136192,26373,1389610
NL,1974,LAN,Los Angeles Dodgers,Dodger Stadium,81,2632474,32500,1414860
NL,1975,LAN,Los Angeles Dodgers,Dodger Stadium,81,2539349,31350,1383374
NL,1976,LAN,Los Angeles Dodgers,Dodger Stadium,81,2386301,29461,1388377
NL,1977,LAN,Los Angeles Dodgers,Dodger Stadium,81,2955087,36483,1589186
NL,1978,LAN,Los Angeles Dodgers,Dodger Stadium,81,3347845,41331,1675577
NL,1979,LAN,Los Angeles Dodgers,Dodger Stadium,81,2860954,35320,1764868
NL,1980,LAN,Los Angeles Dodgers,Dodger Stadium,82,3249287,39869,1760340
NL,1981,LAN,Los Angeles Dodgers,Dodger Stadium,56,2381292,43296,1039866
NL,1982,LAN,Los Angeles Dodgers,Dodger Stadium,81,3608881,44554,1792285
NL,1983,LAN,Los Angeles Dodgers,Dodger Stadium,80,3510313,43071,1795774
NL,1984,LAN,Los Angeles Dodgers,Dodger Stadium,81,3134824,38702,1731786
