LEAGUE,YEAR,TID,TEAM NAME,PARK,HOME GAMES,ATTENDANCE,ATT/G,LAA
AL,1911,CLE,Cleveland Naps,League Park,77,406296,5209,417439
AL,1912,CLE,Cleveland Naps,League Park,77,336844,4346,407954
AL,1913,CLE,Cleveland Naps,League Park,80,541000,6981,440851
AL,1914,CLE,Cleveland Naps,League Park,79,185997,2369,343444
AL,1915,CLE,Cleveland Indians,League Park,77,159285,2069,304336
AL,1916,CLE,Cleveland Indians,League Park,78,492106,6269,431486
AL,1917,CLE,Cleveland Indians,League Park,78,477298,6119,357357
AL,1918,CLE,Cleveland Indians,League Park,62,295515,4582,213500
AL,1919,CLE,Cleveland Indians,League Park,69,538135,7743,456780
AL,1920,CLE,Cleveland Indians,League Park,78,912832,11855,635538
AL,1921,CLE,Cleveland Indians,League Park,77,748705,9723,577541
AL,1922,CLE,Cleveland Indians,League Park,80,528145,6815,609294
AL,1923,CLE,Cleveland Indians,League Park,78,558856,7305,575324
AL,1924,CLE,Cleveland Indians,League Park,75,481905,6299,656930
AL,1925,CLE,Cleveland Indians,League Park,77,419005,5407,648356
AL,1926,CLE,Cleveland Indians,League Park,80,627426,8148,614073
AL,1927,CLE,Cleveland Indians,League Park,77,373138,4878,576619
AL,1928,CLE,Cleveland Indians,League Park,77,375907,4850,527649
AL,1929,CLE,Cleveland Indians,League Park,76,536210,7055,582809
AL,1930,CLE,Cleveland Indians,League Park,77,528657,6866,585716
AL,1931,CLE,Cleveland Indians,League Park,76,483027,6233,485412
AL,1932,CLE,Cleveland Indians,League Park / Cleveland Stadium,77,468953,6130,391654
AL,1933,CLE,Cleveland Indians,League Park / Cleveland Stadium,77,387936,5138,365776
AL,1934,CLE,Cleveland Indians,League Park / Cleveland Stadium,78,391338,5082,470451
AL,1935,CLE,Cleveland Indians,League Park / Cleveland Stadium,77,397615,5098,461001
AL,1936,CLE,Cleveland Indians,League Park / Cleveland Stadium,81,500391,6374,522365
AL,1937,CLE,Cleveland Indians,League Park / Cleveland Stadium,78,564849,7242,591979
AL,1938,CLE,Cleveland Indians,League Park / Cleveland Stadium,76,652006,8523,555711
AL,1939,CLE,Cleveland Indians,League Park / Cleveland Stadium,77,563926,7324,533825
AL,1940,CLE,Cleveland Indians,League Park / Cleveland Stadium,82,902576,11646,679224
AL,1941,CLE,Cleveland Indians,League Park / Cleveland Stadium,77,745948,9625,613995
AL,1942,CLE,Cleveland Indians,League Park / Cleveland Stadium,80,459447,5890,525027
AL,1943,CLE,Cleveland Indians,League Park / Cleveland Stadium,77,438894,5737,462071
AL,1944,CLE,Cleveland Indians,League Park / Cleveland Stadium,78,475272,6133,599770
AL,1945,CLE,Cleveland Indians,League Park / Cleveland Stadium,77,558182,7594,697553
AL,1946,CLE,Cleveland Indians,League Park / Cleveland Stadium,77,1057289,13555,1202648
AL,1947,CLE,Cleveland Indians,Cleveland Stadium,78,1521978,19388,1185759
AL,1948,CLE,Cleveland Indians,Cleveland Stadium,79,2620627,33598,1393762
AL,1949,CLE,Cleveland Indians,Cleveland Stadium,77,2233771,29010,1341331
AL,1950,CLE,Cleveland Indians,Cleveland Stadium,77,1727464,22290,1142795
AL,1951,CLE,Cleveland Indians,Cleveland Stadium,77,1704984,22000,1110334
AL,1952,CLE,Cleveland Indians,Cleveland Stadium,77,1444607,18640,1036737
AL,1953,CLE,Cleveland Indians,Cleveland Stadium,78,1069176,13796,870510
AL,1954,CLE,Cleveland Indians,Cleveland Stadium,77,1335472,17121,990296
AL,1955,CLE,Cleveland Indians,Cleveland Stadium,77,1221780,15867,1117871
AL,1956,CLE,Cleveland Indians,Cleveland Stadium,77,865467,11167,986710
AL,1957,CLE,Cleveland Indians,Cleveland Stadium,77,722256,9441,1024527
AL,1958,CLE,Cleveland Indians,Cleveland Stadium,76,663805,8677,912004
AL,1959,CLE,Cleveland Indians,Cleveland Stadium,77,1497976,19454,1143682
AL,1960,CLE,Cleveland Indians,Cleveland Stadium,77,950985,12350,1153316
AL,1961,CLE,Cleveland Indians,Cleveland Stadium,81,725547,9013,1016302
AL,1962,CLE,Cleveland Indians,Cleveland Stadium,81,716076,8840,1001506
AL,1963,CLE,Cleveland Indians,Cleveland Stadium,81,562507,6945,909485
AL,1964,CLE,Cleveland Indians,Cleveland Stadium,82,653293,7967,923515
AL,1965,CLE,Cleveland Indians,Cleveland Stadium,82,934786,11541,886076
AL,1966,CLE,Cleveland Indians,Cleveland Stadium,81,903359,11153,1016674
AL,1967,CLE,Cleveland Indians,Cleveland Stadium,81,662980,8185,1133692
AL,1968,CLE,Cleveland Indians,Cleveland Stadium,81,857994,10593,1131739
AL,1969,CLE,Cleveland Indians,Cleveland Stadium,81,619970,7701,1011227
AL,1970,CLE,Cleveland Indians,Cleveland Stadium,81,729752,9009,1007095
AL,1971,CLE,Cleveland Indians,Cleveland Stadium,81,591361,7301,989047
AL,1972,CLE,Cleveland Indians,Cleveland Stadium,77,626354,8030,953211
AL,1973,CLE,Cleveland Indians,Cleveland Stadium,81,615107,7594,1119467
AL,1974,CLE,Cleveland Indians,Cleveland Stadium,81,1114262,13756,1087275
AL,1975,CLE,Cleveland Indians,Cleveland Stadium,80,977039,12290,1099119
AL,1976,CLE,Cleveland Indians,Cleveland Stadium,79,948776,11934,1221484
AL,1977,CLE,Cleveland Indians,Cleveland Stadium,81,900365,11185,1402825
AL,1978,CLE,Cleveland Indians,Cleveland Stadium,78,800584,10070,1466426
AL,1979,CLE,Cleveland Indians,Cleveland Stadium,81,1011644,12567,1597999
AL,1980,CLE,Cleveland Indians,Cleveland Stadium,79,1033827,12923,1563575
AL,1981,CLE,Cleveland Indians,Cleveland Stadium,54,661395,12843,1004713
AL,1982,CLE,Cleveland Indians,Cleveland Stadium,81,1044021,12889,1648604
AL,1983,CLE,Cleveland Indians,Cleveland Stadium,81,768941,9493,1713647
AL,1984,CLE,Cleveland Indians,Cleveland Stadium,81,734079,9007,1711531
AL,1985,CLE,Cleveland Indians,Cleveland Stadium,81,655181,8089,1752302
AL,1986,CLE,Cleveland Indians,Cleveland Stadium,81,1471805,18059,1798052
AL,1987,CLE,Cleveland Indians,Cleveland Stadium,81,1077898,13307,1948382
AL,1988,CLE,Cleveland Indians,Cleveland Stadium,81,1411610,17427,2035688
AL,1989,CLE,Cleveland Indians,Cleveland Stadium,81,1285542,15871,2132090
AL,1990,CLE,Cleveland Indians,Cleveland Stadium,81,1225240,15126,2166590
AL,1991,CLE,Cleveland Indians,Cleveland Stadium,82,1051863,12986,2294113
AL,1992,CLE,Cleveland Indians,Cleveland Stadium,81,1224094,15112,2268524
AL,1993,CLE,Cleveland Indians,Cleveland Stadium,81,2177908,26888,2380955
AL,1994,CLE,Cleveland Indians,Jacobs Field,51,1995174,35313,1728728
AL,1995,CLE,Cleveland Indians,Jacobs Field,72,2842745,39483,1811356
AL,1996,CLE,Cleveland Indians,Jacobs Field,80,3318174,41220,2122721
AL,1997,CLE,Cleveland Indians,Jacobs Field,81,3404750,42295,2234523
AL,1998,CLE,Cleveland Indians,Jacobs Field,81,3467299,42806,2298169
AL,1999,CLE,Cleveland Indians,Jacobs Field,81,3468436,42820,2286874
AL,2000,CLE,Cleveland Indians,Jacobs Field,81,3456278,42670,2262557
AL,2001,CLE,Cleveland Indians,Jacobs Field,80,3182523,39782,2346071
AL,2002,CLE,Cleveland Indians,Jacobs Field,81,2616940,32308,2207891
AL,2003,CLE,Cleveland Indians,Jacobs Field,81,1730002,21358,2191745
AL,2004,CLE,Cleveland Indians,Jacobs Field,81,1814401,22400,2340422
AL,2005,CLE,Cleveland Indians,Jacobs Field,81,1973185,24664,2360452
AL,2006,CLE,Cleveland Indians,Jacobs Field,81,1998070,24667,2458741
AL,2007,CLE,Cleveland Indians,Jacobs Field,80,2275911,28448,2527968
AL,2008,CLE,Cleveland Indians,Progressive Field,81,2169760,27122,2464986
AL,2009,CLE,Cleveland Indians,Progressive Field,81,1766242,22357,2305178
AL,2010,CLE,Cleveland Indians,Progressive Field,81,1391644,17181,2289427
AL,2011,CLE,Cleveland Indians,Progressive Field,81,1840835,22726,2333812
AL,2012,CLE,Cleveland Indians,Progressive Field,81,1603596,19797,2384555
AL,2013,CLE,Cleveland Indians,Progressive Field,81,1572926,19419,2306065
AL,2014,CLE,Cleveland Indians,Progressive Field,81,1437393,17746,2299409
AL,1901,DET,Detroit Tigers,Bennett Park,70,259430,3815,210448
AL,1902,DET,Detroit Tigers,Bennett Park,67,189469,2766,275807
AL,1903,DET,Detroit Tigers,Bennett Park,65,224523,3278,293111
AL,1904,DET,Detroit Tigers,Bennett Park,79,177796,2195,378004
AL,1905,DET,Detroit Tigers,Bennett Park,76,193384,2511,390094
AL,1906,DET,Detroit Tigers,Bennett Park,78,174043,2305,367260
AL,1907,DET,Detroit Tigers,Bennett Park,79,297079,3883,424846
AL,1908,DET,Detroit Tigers,Bennett Park,78,436199,5665,451421
AL,1909,DET,Detroit Tigers,Bennett Park,78,490490,6209,467484
AL,1910,DET,Detroit Tigers,Bennett Park,78,391288,5049,408836
AL,1911,DET,Detroit Tigers,Bennett Park,76,484988,6299,417439
AL,1912,DET,Detroit Tigers,Navin Field,76,402870,5232,407954
AL,1913,DET,Detroit Tigers,Navin Field,76,398502,5209,440851
AL,1914,DET,Detroit Tigers,Navin Field,78,416225,5302,343449
AL,1915,DET,Detroit Tigers,Navin Field,77,476105,6104,304336
AL,1916,DET,Detroit Tigers,Navin Field,77,616772,7958,431486
AL,1917,DET,Detroit Tigers,Navin Field,76,457289,5939,357357
AL,1918,DET,Detroit Tigers,Navin Field,58,203719,3183,213500
AL,1919,DET,Detroit Tigers,Navin Field,70,643805,9197,456780
AL,1920,DET,Detroit Tigers,Navin Field,78,579650,7479,635538
AL,1921,DET,Detroit Tigers,Navin Field,77,661527,8591,577541
AL,1922,DET,Detroit Tigers,Navin Field,77,861206,11112,609294
AL,1923,DET,Detroit Tigers,Navin Field,77,911377,11760,575324
AL,1924,DET,Detroit Tigers,Navin Field,78,1015136,13015,656930
AL,1925,DET,Detroit Tigers,Navin Field,77,820766,10523,648356
AL,1926,DET,Detroit Tigers,Navin Field,81,711914,9069,614073
AL,1927,DET,Detroit Tigers,Navin Field,78,773716,9919,576619
AL,1928,DET,Detroit Tigers,Navin Field,77,474323,6160,527649
AL,1929,DET,Detroit Tigers,Navin Field,77,869318,11217,582809
AL,1930,DET,Detroit Tigers,Navin Field,78,649450,8434,585716
AL,1931,DET,Detroit Tigers,Navin Field,77,434056,5637,485412
AL,1932,DET,Detroit Tigers,Navin Field,78,397157,5192,391654
AL,1933,DET,Detroit Tigers,Navin Field,78,320972,4142,365776
AL,1934,DET,Detroit Tigers,Navin Field,80,919161,11937,470451
AL,1935,DET,Detroit Tigers,Navin Field,79,1034929,13617,461001
AL,1936,DET,Detroit Tigers,Navin Field,77,875948,11376,522365
AL,1937,DET,Detroit Tigers,Navin Field,77,1072276,13836,591979
AL,1938,DET,Detroit Tigers,Briggs Stadium,79,799557,10317,555711
AL,1939,DET,Detroit Tigers,Briggs Stadium,78,836279,10791,533825
AL,1940,DET,Detroit Tigers,Briggs Stadium,79,1112693,14357,679224
AL,1941,DET,Detroit Tigers,Briggs Stadium,77,684915,8838,613995
AL,1942,DET,Detroit Tigers,Briggs Stadium,77,580087,7437,525027
AL,1943,DET,Detroit Tigers,Briggs Stadium,78,606287,7823,462071
AL,1944,DET,Detroit Tigers,Briggs Stadium,78,923176,11836,599770
AL,1945,DET,Detroit Tigers,Briggs Stadium,76,1280341,16521,697553
AL,1946,DET,Detroit Tigers,Briggs Stadium,79,1722590,22227,1202648
AL,1947,DET,Detroit Tigers,Briggs Stadium,80,1398093,17697,1185759
AL,1948,DET,Detroit Tigers,Briggs Stadium,77,1743035,22637,1393762
AL,1949,DET,Detroit Tigers,Briggs Stadium,78,1821204,23500,1341331
AL,1950,DET,Detroit Tigers,Briggs Stadium,81,1951474,24860,1142795
AL,1951,DET,Detroit Tigers,Briggs Stadium,77,1132641,14710,1110334
AL,1952,DET,Detroit Tigers,Briggs Stadium,77,1026846,13165,1036737
AL,1953,DET,Detroit Tigers,Briggs Stadium,79,884658,11198,870510
AL,1954,DET,Detroit Tigers,Briggs Stadium,77,1079847,13933,990296
AL,1955,DET,Detroit Tigers,Briggs Stadium,77,1181838,15349,1117871
AL,1956,DET,Detroit Tigers,Briggs Stadium,78,1051182,13564,986710
AL,1957,DET,Detroit Tigers,Briggs Stadium,77,1272346,16524,1024527
AL,1958,DET,Detroit Tigers,Briggs Stadium,77,1098924,14272,912004
AL,1959,DET,Detroit Tigers,Briggs Stadium,77,1221221,15860,1143682
AL,1960,DET,Detroit Tigers,Briggs Stadium,77,1167669,15165,1153316
AL,1961,DET,Detroit Tigers,Tiger Stadium,82,1600710,19641,1016302
AL,1962,DET,Detroit Tigers,Tiger Stadium,82,1207881,15005,1001506
AL,1963,DET,Detroit Tigers,Tiger Stadium,81,821952,10148,909485
AL,1964,DET,Detroit Tigers,Tiger Stadium,82,816139,10014,923515
AL,1965,DET,Detroit Tigers,Tiger Stadium,81,1029645,12712,886076
AL,1966,DET,Detroit Tigers,Tiger Stadium,81,1124293,13880,1016674
AL,1967,DET,Detroit Tigers,Tiger Stadium,82,1447143,17756,1133692
AL,1968,DET,Detroit Tigers,Tiger Stadium,81,2031847,24779,1131739
AL,1969,DET,Detroit Tigers,Tiger Stadium,81,1577481,19475,1011227
AL,1970,DET,Detroit Tigers,Tiger Stadium,81,1501293,18534,1007095
AL,1971,DET,Detroit Tigers,Tiger Stadium,81,1591073,19643,989047
AL,1972,DET,Detroit Tigers,Tiger Stadium,78,1892386,24261,953211
AL,1973,DET,Detroit Tigers,Tiger Stadium,81,1724146,21286,1119467
AL,1974,DET,Detroit Tigers,Tiger Stadium,81,1243080,15347,1087275
AL,1975,DET,Detroit Tigers,Tiger Stadium,80,1058836,13319,1099119
AL,1976,DET,Detroit Tigers,Tiger Stadium,80,1467020,18224,1221484
AL,1977,DET,Detroit Tigers,Tiger Stadium,81,1359856,16788,1402825
AL,1978,DET,Detroit Tigers,Tiger Stadium,81,1714893,21172,1466426
AL,1979,DET,Detroit Tigers,Tiger Stadium,80,1630929,20260,1597999
AL,1980,DET,Detroit Tigers,Tiger Stadium,82,1785293,21905,1563575
AL,1981,DET,Detroit Tigers,Tiger Stadium,55,1149144,21085,1004713
AL,1982,DET,Detroit Tigers,Tiger Stadium,81,1636058,20198,1648604
AL,1983,DET,Detroit Tigers,Tiger Stadium,81,1829636,22588,1713647
AL,1984,DET,Detroit Tigers,Tiger Stadium,82,2704794,33393,1711531
AL,1985,DET,Detroit Tigers,Tiger Stadium,81,2286609,28405,1752302
AL,1986,DET,Detroit Tigers,Tiger Stadium,81,1899437,23450,1798052
AL,1987,DET,Detroit Tigers,Tiger Stadium,81,2061830,25455,1948382
AL,1988,DET,Detroit Tigers,Tiger Stadium,81,2081162,25693,2035688
AL,1989,DET,Detroit Tigers,Tiger Stadium,81,1543656,19057,2132090
AL,1990,DET,Detroit Tigers,Tiger Stadium,81,1495785,18466,2166590
AL,1991,DET,Detroit Tigers,Tiger Stadium,81,1641661,20267,2294113
AL,1992,DET,Detroit Tigers,Tiger Stadium,80,1423963,17580,2268524
AL,1993,DET,Detroit Tigers,Tiger Stadium,81,1971421,24339,2380955
AL,1994,DET,Detroit Tigers,Tiger Stadium,58,1184783,20605,1728728
AL,1995,DET,Detroit Tigers,Tiger Stadium,72,1180979,16402,1811356
AL,1996,DET,Detroit Tigers,Tiger Stadium,81,1168610,14427,2122721
AL,1997,DET,Detroit Tigers,Tiger Stadium,81,1365157,16854,2234523
AL,1998,DET,Detroit Tigers,Tiger Stadium,81,1409391,17400,2298169
AL,1999,DET,Detroit Tigers,Tiger Stadium,81,2026491,25174,2286874
AL,2000,DET,Detroit Tigers,Comerica Park,81,2438617,30106,2262557
AL,2001,DET,Detroit Tigers,Comerica Park,81,1920995,24012,2346071
AL,2002,DET,Detroit Tigers,Comerica Park,80,1503623,18563,2207891
AL,2003,DET,Detroit Tigers,Comerica Park,81,1368245,17103,2191745
AL,2004,DET,Detroit Tigers,Comerica Park,81,1917004,23962,2340422
AL,2005,DET,Detroit Tigers,Comerica Park,81,2024505,25306,2360452
AL,2006,DET,Detroit Tigers,Comerica Park,81,2595937,32048,2458741
AL,2007,DET,Detroit Tigers,Comerica Park,81,3047124,37618,2527968
AL,2008,DET,Detroit Tigers,Comerica Park,81,3202654,39538,2464986
AL,2009,DET,Detroit Tigers,Comerica Park,81,2567185,31693,2305178
AL,2010,DET,Detroit Tigers,Comerica Park,81,2461237,30386,2289427
AL,2011,DET,Detroit Tigers,Comerica Park,81,2642045,32618,2333812
AL,2012,DET,Detroit Tigers,Comerica Park,81,3028033,37383,2384555
AL,2013,DET,Detroit Tigers,Comerica Park,81,3083397,38067,2306065
AL,2014,DET,Detroit Tigers,Comerica Park,81,2917209,36015,2299409
NL,1962,HOU,Houston Colt .45s,Colt Stadium,82,924456,11413,1136016
NL,1963,HOU,Houston Colt .45s,Colt Stadium,81,719502,8883,1138223
NL,1964,HOU,Houston Colt .45s,Colt Stadium,81,725773,8960,1204519
NL,1965,HOU,Houston Astros,Astrodome,81,2151470,25561,1358114
NL,1966,HOU,Houston Astros,Astrodome,81,1872108,22971,1501547
NL,1967,HOU,Houston Astros,Astrodome,81,1348303,16646,1297143
NL,1968,HOU,Houston Astros,Astrodome,81,1312887,16208,1178536
NL,1969,HOU,Houston Astros,Astrodome,81,1442995,17815,1257912
NL,1970,HOU,Houston Astros,Astrodome,81,1253444,15475,1388517
NL,1971,HOU,Houston Astros,Astrodome,81,1261589,15575,1443738
NL,1972,HOU,Houston Astros,Astrodome,77,1469247,19206,1294144
NL,1973,HOU,Houston Astros,Astrodome,81,1394004,17210,1389610
NL,1974,HOU,Houston Astros,Astrodome,81,1090728,13466,1414860
NL,1975,HOU,Houston Astros,Astrodome,81,858002,10593,1383374
NL,1976,HOU,Houston Astros,Astrodome,82,886146,10940,1388377
NL,1977,HOU,Houston Astros,Astrodome,81,1109560,13698,1589186
NL,1978,HOU,Houston Astros,Astrodome,81,1126145,13903,1675577
NL,1979,HOU,Houston Astros,Astrodome,81,1900312,23461,1764868
NL,1980,HOU,Houston Astros,Astrodome,81,2278217,27954,1760340
NL,1981,HOU,Houston Astros,Astrodome,51,1321282,24023,1039866
NL,1982,HOU,Houston Astros,Astrodome,81,1558555,19241,1792285
NL,1983,HOU,Houston Astros,Astrodome,82,1351962,16692,1795774
NL,1984,HOU,Houston Astros,Astrodome,81,1229862,15183,1731786
NL,1985,HOU,Houston Astros,Astrodome,81,1184314,14621,1857680
NL,1986,HOU,Houston Astros,Astrodome,81,1734276,21411,1861123
NL,1987,HOU,Houston Astros,Astrodome,81,1909902,23579,2061180
NL,1988,HOU,Houston Astros,Astrodome,81,1933505,23870,2041606
NL,1989,HOU,Houston Astros,Astrodome,82,1834908,22653,2110320
NL,1990,HOU,Houston Astros,Astrodome,81,1310927,16184,2040959
NL,1991,HOU,Houston Astros,Astrodome,81,1196152,14767,2058014
NL,1992,HOU,Houston Astros,Astrodome,81,1211412,14956,2009261
NL,1993,HOU,Houston Astros,Astrodome,81,2084618,25736,2637470
NL,1994,HOU,Houston Astros,Astrodome,59,1561136,27150,1843416
NL,1995,HOU,Houston Astros,Astrodome,72,1363801,18942,1793589
NL,1996,HOU,Houston Astros,Astrodome,81,1975888,24394,2169949
NL,1997,HOU,Houston Astros,Astrodome,81,2046781,25269,2277526
NL,1998,HOU,Houston Astros,Astrodome,81,2458451,30351,2401674
NL,1999,HOU,Houston Astros,Astrodome,82,2706017,33408,2380436
NL,2000,HOU,Houston Astros,Enron Field,81,3020581,37730,2480194
NL,2001,HOU,Houston Astros,Enron Field,81,2906277,35880,2481346
NL,2002,HOU,Houston Astros,Minute Maid Park,81,2517407,31079,2309294
NL,2003,HOU,Houston Astros,Minute Maid Park,81,2454241,30299,2273813
NL,2004,HOU,Houston Astros,Minute Maid Park,81,3087872,38121,2512690
NL,2005,HOU,Houston Astros,Minute Maid Park,81,2762472,34530,2583685
NL,2006,HOU,Houston Astros,Minute Maid Park,81,3022763,37318,2598741
NL,2007,HOU,Houston Astros,Minute Maid Park,81,3020405,37288,2756384
NL,2008,HOU,Houston Astros,Minute Maid Park,80,2779287,34741,2755082
NL,2009,HOU,Houston Astros,Minute Maid Park,81,2521076,31124,2571627
NL,2010,HOU,Houston Astros,Minute Maid Park,81,2331490,28784,2563111
NL,2011,HOU,Houston Astros,Minute Maid Park,81,2067016,25519,2547018
NL,2012,HOU,Houston Astros,Minute Maid Park,81,1607733,19848,2592218
AL,2013,HOU,Houston Astros,Minute Maid Park,81,1651883,20394,2306065
AL,2014,HOU,Houston Astros,Minute Maid Park,81,1751829,21628,2299409
AL,1969,KCA,Kansas City Royals,Municipal Stadium,82,902414,11073,1011227
AL,1970,KCA,Kansas City Royals,Municipal Stadium,79,693047,8556,1007095
AL,1971,KCA,Kansas City Royals,Municipal Stadium,81,910784,11314,989047
AL,1972,KCA,Kansas City Royals,Municipal Stadium,77,707656,9190,953211
AL,1973,KCA,Kansas City Royals,Royals Stadium,81,1345341,16609,1119467
AL,1974,KCA,Kansas City Royals,Royals Stadium,81,1173292,14485,1087275
AL,1975,KCA,Kansas City Royals,Royals Stadium,81,1151836,14220,1099119
AL,1976,KCA,Kansas City Royals,Royals Stadium,81,1680265,20744,1221484
AL,1977,KCA,Kansas City Royals,Royals Stadium,81,1852603,22872,1402825
AL,1978,KCA,Kansas City Royals,Royals Stadium,81,2255493,27846,1466426
AL,1979,KCA,Kansas City Royals,Royals Stadium,81,2261845,27924,1597999
AL,1980,KCA,Kansas City Royals,Royals Stadium,81,2288714,28256,1563575
AL,1981,KCA,Kansas City Royals,Royals Stadium,47,1279403,24843,1004713
AL,1982,KCA,Kansas City Royals,Royals Stadium,81,2284464,28203,1648604
AL,1983,KCA,Kansas City Royals,Royals Stadium,82,1963875,24097,1713647
AL,1984,KCA,Kansas City Royals,Royals Stadium,81,1810018,22346,1711531
